course_title,course_url,platform,language,duration,difficulty_level,rating_out_of_5
email-website-marketing,https://www.futurelearn.com/courses/genetic-genealogy-researching-your-family-tree-using-dna,FutureLearn,English,4 weeks,Beginner,4.5
emergencies-disasters-trends-issues,https://www.futurelearn.com/courses/genetic-inheritance-a-practical-guide-for-clinicians,FutureLearn,English,4 weeks,Beginner,4.5
emergency-contraception,https://www.futurelearn.com/courses/genomics-for-educators,FutureLearn,English,4 weeks,Beginner,4.5
emergency-disaster-management,https://www.futurelearn.com/courses/genomics-in-the-nhs-a-clinicians-guide-to-genomic-testing-for-cancer-solid-tumours,FutureLearn,English,4 weeks,Beginner,4.5
emergency-disaster-management,https://www.futurelearn.com/courses/genomics-in-the-nhs-a-clinicians-guide-to-genomic-testing-for-rare-disease,FutureLearn,English,4 weeks,Beginner,4.5
emergency-planning-preparedness,https://www.futurelearn.com/courses/geographic-information-system-gis-in-the-built-environment,FutureLearn,English,4 weeks,Beginner,4.5
emi-academics,https://www.futurelearn.com/courses/geriatriconcology,FutureLearn,English,4 weeks,Beginner,4.5
emotional-intelligence-and-critical-thinking-for-problem-solving-sc,https://www.futurelearn.com/courses/get-creative-with-people-to-solve-problems,FutureLearn,English,4 weeks,Beginner,4.5
emotional-intelligence-at-work,https://www.futurelearn.com/courses/get-creative-with-people-to-solve-problems-sc,FutureLearn,English,4 weeks,Beginner,4.5
Employability Hub,https://www.futurelearn.com/courses/get-ready-for-success-at-university,FutureLearn,English,4 weeks,Beginner,4.5
employment-law,https://www.futurelearn.com/courses/get-smart-with-grass-an-introduction-to-grazing-management-and-animal-nutrition,FutureLearn,English,4 weeks,Beginner,4.5
employment-law,https://www.futurelearn.com/courses/getting-started-with-generative-ai,FutureLearn,English,4 weeks,Beginner,4.5
ems-palaeography,https://www.futurelearn.com/courses/getting-to-know-pharmaceutical-biotechnologies-more-than-science-in-a-lab,FutureLearn,English,4 weeks,Beginner,4.5
enabling-community-based-leadership-in-design-sustainable-development-of-historic-faith-buildings,https://www.futurelearn.com/courses/gettingstartedwiththeiot,FutureLearn,English,4 weeks,Beginner,4.5
endangered-archaeology-remote-sensing,https://www.futurelearn.com/courses/glaucoma-a-public-health-approach-to-preventing-blindness,FutureLearn,English,4 weeks,Beginner,4.5
endangered-archaeology-remote-sensing-french,https://www.futurelearn.com/courses/global-action-for-marine-sustainability,FutureLearn,English,4 weeks,Beginner,4.5
end-of-life-care,https://www.futurelearn.com/courses/global-blindness,FutureLearn,English,4 weeks,Beginner,4.5
end-of-life-care-dementia,https://www.futurelearn.com/courses/global-blindness-fr,FutureLearn,English,4 weeks,Beginner,4.5
energised-and-empowered-teams,https://www.futurelearn.com/courses/global-challenges-local-communities-the-arts-of-changing-the-world,FutureLearn,English,4 weeks,Beginner,4.5
Energy in buildings,https://www.futurelearn.com/courses/global-citizen,FutureLearn,English,4 weeks,Beginner,4.5
Energy in buildings,https://www.futurelearn.com/courses/global-citizenship,FutureLearn,English,4 weeks,Beginner,4.5
energy-and-climate-change,https://www.futurelearn.com/courses/global-disability,FutureLearn,English,4 weeks,Beginner,4.5
energy-law,https://www.futurelearn.com/courses/global-disability-research-and-evidence,FutureLearn,English,4 weeks,Beginner,4.5
energy-law,https://www.futurelearn.com/courses/global-education-for-teachers,FutureLearn,English,4 weeks,Beginner,4.5
energy-storage,https://www.futurelearn.com/courses/global-ethics,FutureLearn,English,4 weeks,Beginner,4.5
energy-transition-and-sustainable-economies,https://www.futurelearn.com/courses/global-food-safety-and-nutrition,FutureLearn,English,4 weeks,Beginner,4.5
engaging-adult-learners-with-active-learning,https://www.futurelearn.com/courses/global-health-governance,FutureLearn,English,4 weeks,Beginner,4.5
engaging-with-controversies-in-food-system,https://www.futurelearn.com/courses/global-health-security,FutureLearn,English,4 weeks,Beginner,4.5
engaging-with-controversies-in-the-food-system,https://www.futurelearn.com/courses/global-inequalities-and-the-just-transition,FutureLearn,English,4 weeks,Beginner,4.5
engineering,https://www.futurelearn.com/courses/global-intimacies-gender-power-and-mobilities,FutureLearn,English,4 weeks,Beginner,4.5
engineering,https://www.futurelearn.com/courses/global-issues-construction,FutureLearn,English,4 weeks,Beginner,4.5
ENGL000: Pre-College English,https://www.futurelearn.com/courses/global-prosperity,FutureLearn,English,4 weeks,Beginner,4.5
ENGL001: English Composition I,https://www.futurelearn.com/courses/global-resource-politics,FutureLearn,English,4 weeks,Beginner,4.5
ENGL002: English Composition II,https://www.futurelearn.com/courses/global-standard-for-assessing-risks-to-ecosystems,FutureLearn,English,4 weeks,Beginner,4.5
ENGL210: Technical Writing,https://www.futurelearn.com/courses/global-studies-cultures-organizations,FutureLearn,English,4 weeks,Beginner,4.5
engl3301-1,https://www.futurelearn.com/courses/global-studies-cultures-organizations-french,FutureLearn,English,4 weeks,Beginner,4.5
ENGL405: The American Renaissance,https://www.futurelearn.com/courses/global-studies-global-exit,FutureLearn,English,4 weeks,Beginner,4.5
england,https://www.futurelearn.com/courses/global-studies-global-french,FutureLearn,English,4 weeks,Beginner,4.5
england-of-richard-third,https://www.futurelearn.com/courses/global-studies-risks-threats,FutureLearn,English,4 weeks,Beginner,4.5
English: skills for learning,https://www.futurelearn.com/courses/global-water-security,FutureLearn,English,4 weeks,Beginner,4.5
English: skills for learning,https://www.futurelearn.com/courses/good-pharmacy-practice,FutureLearn,English,4 weeks,Beginner,4.5
english-academic-study,https://www.futurelearn.com/courses/good-pharmacy-practice-the-moderate,FutureLearn,English,4 weeks,Beginner,4.5
english-electronic-music-delve-into-the-digital-archives,https://www.futurelearn.com/courses/good-pharmacy-practice-the-moderate-part2,FutureLearn,English,4 weeks,Beginner,4.5
english-for-healthcare,https://www.futurelearn.com/courses/governance-beyond-markets-and-states,FutureLearn,English,4 weeks,Beginner,4.5
english-for-stem,https://www.futurelearn.com/courses/governance-of-transformation,FutureLearn,English,4 weeks,Beginner,4.5
english-for-stem-understanding-engineering-vocabulary,https://www.futurelearn.com/courses/governance-standards-part-a-introduction-and-governance-standards-1-3,FutureLearn,English,4 weeks,Beginner,4.5
english-for-stem-understanding-maths-vocabulary,https://www.futurelearn.com/courses/governance-standards-part-b-governance-standards-4-6-and-winding-up-a-charity,FutureLearn,English,4 weeks,Beginner,4.5
english-for-stem-understanding-science-vocabulary,https://www.futurelearn.com/courses/governing-a-registered-charity-in-australia,FutureLearn,English,4 weeks,Beginner,4.5
english-for-stem-understanding-technology-vocabulary,https://www.futurelearn.com/courses/governing-urban-adaptation,FutureLearn,English,4 weeks,Beginner,4.5
english-for-study,https://www.futurelearn.com/courses/graduate-job,FutureLearn,English,4 weeks,Beginner,4.5
english-for-study-intermediate,https://www.futurelearn.com/courses/gram-negative-bacteria,FutureLearn,English,4 weeks,Beginner,4.5
english-grammar-all-you-need-to-know,https://www.futurelearn.com/courses/great-south-land,FutureLearn,English,4 weeks,Beginner,4.5
english-grammar-for-teachers,https://www.futurelearn.com/courses/green-corridors-for-clean-air,FutureLearn,English,4 weeks,Beginner,4.5
english-in-early-childhood,https://www.futurelearn.com/courses/grow-and-scale-your-ecommerce-business,FutureLearn,English,4 weeks,Beginner,4.5
english-pronunciation,https://www.futurelearn.com/courses/growing-a-sustainable-workforce-facilitating-deeper-learning-for-adult-learners,FutureLearn,English,4 weeks,Beginner,4.5
enlightening-the-dark-ages-early-medieval-archaeology-in-italy,https://www.futurelearn.com/courses/growth-strategies-for-a-new-business,FutureLearn,English,4 weeks,Beginner,4.5
enriching-curriculum-through-culture-and-heritage-in-aotearoa-new-zealand,https://www.futurelearn.com/courses/guide-to-university-entry,FutureLearn,English,4 weeks,Beginner,4.5
enterprise-everybodys-business,https://www.futurelearn.com/courses/habitability,FutureLearn,English,4 weeks,Beginner,4.5
enterprise-resource-planning-operations-management,https://www.futurelearn.com/courses/hadoop-ecosystem-essentials,FutureLearn,English,4 weeks,Beginner,4.5
enterprise-risk-management,https://www.futurelearn.com/courses/hadrians-wall,FutureLearn,English,4 weeks,Beginner,4.5
entrepreneurship,https://www.futurelearn.com/courses/halal-a-to-z,FutureLearn,English,4 weeks,Beginner,4.5
entrepreneurship,https://www.futurelearn.com/courses/harnessing-ai-in-marketing-and-communication,FutureLearn,English,4 weeks,Beginner,4.5
entrepreneurship,https://www.futurelearn.com/courses/harnessing-the-power-of-genomics-in-medicine,FutureLearn,English,4 weeks,Beginner,4.5
entrepreneurship-for-sustainability-and-wellbeing-in-an-era-of-digitalisation,https://www.futurelearn.com/courses/health-and-fitness-how-to-design-a-diet-and-exercise-program,FutureLearn,English,4 weeks,Beginner,4.5
entrepreneurship-idea-to-action,https://www.futurelearn.com/courses/health-and-safety-in-veterinary-services,FutureLearn,English,4 weeks,Beginner,4.5
environmental-challenges-justice,https://www.futurelearn.com/courses/health-assessment,FutureLearn,English,4 weeks,Beginner,4.5
environmental-challenges-property-rights,https://www.futurelearn.com/courses/health-data-ethics-and-regulatory-frameworks-in-rare-disease-research,FutureLearn,English,4 weeks,Beginner,4.5
environmental-challenges-rights-values,https://www.futurelearn.com/courses/health-electives,FutureLearn,English,4 weeks,Beginner,4.5
environmental-entrepreneurs-green-business,https://www.futurelearn.com/courses/health-emergency-response-to-a-pandemic-an-integrated-social-science-perspective,FutureLearn,English,4 weeks,Beginner,4.5
environmental-ethics,https://www.futurelearn.com/courses/health-promotion,FutureLearn,English,4 weeks,Beginner,4.5
environmental-ethics-human-impact,https://www.futurelearn.com/courses/health-research-ethics,FutureLearn,English,4 weeks,Beginner,4.5
environmental-ethics-scarcity-conflict,https://www.futurelearn.com/courses/health-systems-strengthening,FutureLearn,English,4 weeks,Beginner,4.5
environmental-impact-assessment,https://www.futurelearn.com/courses/health-technology-assessment,FutureLearn,English,4 weeks,Beginner,4.5
environmental-law,https://www.futurelearn.com/courses/health-technology-assessment-definition-method,FutureLearn,English,4 weeks,Beginner,4.5
environmental-law,https://www.futurelearn.com/courses/health-technology-assessment-in-practice,FutureLearn,English,4 weeks,Beginner,4.5
environmental-management-bottom-up-approach-policy-implementation,https://www.futurelearn.com/courses/healthcare,FutureLearn,English,4 weeks,Beginner,4.5
environmental-science,https://www.futurelearn.com/courses/healthcare-careers,FutureLearn,English,4 weeks,Beginner,4.5
environmental-science,https://www.futurelearn.com/courses/healthcare-management-and-leadership-principles,FutureLearn,English,4 weeks,Beginner,4.5
environmental-science,https://www.futurelearn.com/courses/healthcare-management-and-strategy,FutureLearn,English,4 weeks,Beginner,4.5
epargner-et-investir,https://www.futurelearn.com/courses/healthcare-research,FutureLearn,English,4 weeks,Beginner,4.5
epidemiology,https://www.futurelearn.com/courses/healthy-ageing,FutureLearn,English,4 weeks,Beginner,4.5
epidemiology,https://www.futurelearn.com/courses/healthy-ageing-of-the-mind-and-body,FutureLearn,English,4 weeks,Beginner,4.5
epidemiology,https://www.futurelearn.com/courses/healthy-cooking-made-easy-with-bbc-good-food,FutureLearn,English,4 weeks,Beginner,4.5
epilepsy-and-its-neuropsychology,https://www.futurelearn.com/courses/healthy-eating,FutureLearn,English,4 weeks,Beginner,4.5
epq-success,https://www.futurelearn.com/courses/healthy-house-plants,FutureLearn,English,4 weeks,Beginner,4.5
equity-informal-stem-learning-using-the-equity-compass,https://www.futurelearn.com/courses/healthy-vegan-cooking-sc,FutureLearn,English,4 weeks,Beginner,4.5
ESL001: Elementary English as a Second Language,https://www.futurelearn.com/courses/heart-health,FutureLearn,English,4 weeks,Beginner,4.5
ESL002: Intermediate English as a Second Language,https://www.futurelearn.com/courses/heart-of-scotland-history-and-heritage-of-stirling-at-900-years,FutureLearn,English,4 weeks,Beginner,4.5
ESL003: Upper-Intermediate English as a Second Language,https://www.futurelearn.com/courses/helping-young-people-manage-low-mood-and-depression,FutureLearn,English,2 weeks,Open level,4.7
ESL004: Advanced English as a Second Language,https://www.futurelearn.com/courses/higgs,FutureLearn,English,7 weeks,Open level,4.5
ESL005: Business-Proficient English as a Second Language,https://www.futurelearn.com/courses/historic-landscape-archaeology-approaches-methods-and-beneficiaries,FutureLearn,English,4 weeks,Intermediate,4.6
espghan-recommendation-for-enteral-nutrition-in-preterm-infants,https://www.futurelearn.com/courses/history-branding-strengthen-corporate-identity,FutureLearn,English,3 weeks,Beginner,4.5
essential-applications-for-agile-scrum-project-management,https://www.futurelearn.com/courses/history-of-networks-et,FutureLearn,English,2 weeks,Beginner,4.5
essential-career-skills,https://www.futurelearn.com/courses/history-of-the-book,FutureLearn,English,4 weeks,Open level,4.7
essential-elements-od,https://www.futurelearn.com/courses/holocaust-teaching,FutureLearn,English,3 weeks,Introductory,4.9
essential-mathematics-for-mla-ai,https://www.futurelearn.com/courses/how-artificial-intelligence-can-support-healthcare,FutureLearn,English,4 weeks,Intermediate,4.6
essential-mathematics-for-mla-et,https://www.futurelearn.com/courses/how-do-i-become-a-lawyer-,FutureLearn,English,4 weeks,Beginner,4.5
